date,order_id,client_id,product_family_id,qty,total_price
2014-01-06,sdEPtaazzry,CBzrtza,5,2,7.1000000000000005
2014-01-06,sdEPtaazzry,CBzrtza,5,3,45.0
2014-01-06,sdEPtaazzUr,CZwwZzs,9,1,0.0
2014-01-06,sdEPtaazzUr,CZwwZzs,3,9,35.925000000000004
2014-01-06,sdEPtaazzUr,CZwwZzs,2,9,276.75
2014-01-06,sdEPtaazzyU,CBwBazs,6,1,224.16666666666666
2014-01-06,sdEPtaazzrU,CBzsZVz,3,1,5.75
2014-01-06,sdEPtaazzri,CZzaaB,2,2,89.16666666666667
2014-01-06,sdEPtaazzyP,CZwzVz,9,2,15.833333333333334
2014-01-06,sdEPtaazzra,CBzsZrtzs,11,1,1.0416666666666667
2014-01-06,sdEPtaazzra,CBzsZrtzs,11,1,2.0833333333333335
2014-01-06,sdEPtaazzta,CZwzart,12,1,46.96083333333333
2014-01-06,sdEPtaazzro,CZzaaB,2,3,133.75
2014-01-06,sdEPtaazzyU,CBwBazs,6,1,2.5
2014-01-06,sdEPtaazzta,CZwzart,1,1,49.916666666666664
2014-01-06,sdEPtaazzoi,CZwBBw,5,1,53.333333333333336
2014-01-06,sdEPtaazzyz,CZzsaaz,3,1,3.845833333333333
2014-01-06,sdEPtaazzUo,CBwBazs,5,1,45.833333333333336
2014-01-06,sdEPtaazzUz,CBzswwz,11,7,166.25
2014-01-06,sdEPtaazzto,CBzswBZ,8,1,12.083333333333334
2014-01-06,sdEPtaazzto,CBzswBZ,8,1,33.0
2014-01-06,sdEPtaazzUt,CBwBazs,5,1,40.416666666666664
2014-01-06,sdEPtaazzto,CBzswBZ,8,1,4.25
2014-01-06,sdEPtaazzrr,CZwaZzs,9,2,10.9
2014-01-06,sdEPtaazzto,CBzswBZ,3,2,12.25
2014-01-06,sdEPtaazzUE,CZzaaB,2,1,74.08333333333333
2014-01-06,sdEPtaazztP,CZwZaz,9,5,27.25
2014-01-06,sdEPtaazzto,CBzswBZ,3,1,4.083333333333333
2014-01-06,sdEPtaazzyz,CZzsaaz,1,1,49.916666666666664
2014-01-06,sdEPtaazzto,CBzswBZ,2,3,111.0
2014-01-06,sdEPtaazzrr,CZwaZzs,2,1,137.66666666666666
2014-01-06,sdEPtaazzoE,CBwBazs,5,1,40.416666666666664
2014-01-06,sdEPtaazzoy,CBzswVzs,2,4,136.66666666666666
2014-01-06,sdEPtaazzry,CBzrtza,5,1,90.75
2014-01-06,sdEPtaazzty,CZzaaB,9,1,5.75
2014-01-06,sdEPtaazzyr,CBwBazs,2,1,28.4375
2014-01-06,sdEPtaazzrP,CZzazszs,2,5,522.0833333333334
2014-01-06,sdEPtaazzti,CBzsBwzs,11,2,138.83333333333334
2014-01-06,sdEPtaazzor,CBwBazs,2,1,28.4375
2014-01-06,sdEPtaazzoa,CBwBazs,2,1,28.4375
2014-01-06,sdEPtaazzyo,CBwBazs,2,1,28.4375
2014-01-06,sdEPtaazzoo,SCBwzzz,1,1,10.416666666666666
2014-01-06,sdEPtaazziP,CZzaaB,5,1,38.666666666666664
2014-01-06,sdEPtaazzii,CZzaaB,5,1,38.666666666666664
2014-01-07,sdEPtaazErr,CBzrtzsV,11,1,10.104166666666666
2014-01-07,sdEPtaazEiP,CBwazz,2,1,84.25
2014-01-07,sdEPtaazEyz,CZzaaB,5,1,14.166666666666666
2014-01-07,sdEPtaazEtt,CBwBazs,2,1,42.8125
2014-01-07,sdEPtaazEty,CBwBazs,2,2,85.625
2014-01-07,sdEPtaazEEi,CZzaaB,5,4,56.666666666666664
2014-01-07,sdEPtaazEoP,CZzBart,5,1,1.25
2014-01-07,sdEPtaazEUE,CBwaaz,2,2,61.666666666666664
2014-01-07,sdEPtaazEar,CBzsZzV,3,1,1.6008333333333333
2014-01-07,sdEPtaazEar,CBzsZzV,3,4,6.403333333333333
2014-01-07,sdEPtaazEoy,CBwzswrt,3,1,3.1958333333333333
2014-01-07,sdEPtaazEar,CBzsZzV,3,1,1.0141666666666667
2014-01-07,sdEPtaazEEr,CZzaaB,5,4,56.666666666666664
2014-01-07,sdEPtaazEro,CBwaaz,2,1,30.75
2014-01-07,sdEPtaazEiz,CZzaaB,3,1,19.166666666666668
2014-01-07,sdEPtaazEiU,CBwBazs,2,1,35.3125
2014-01-07,sdEPtaazErU,CZzaaB,3,2,38.333333333333336
2014-01-07,sdEPtaazEyP,CZzaaB,3,1,19.166666666666668
2014-01-07,sdEPtaazEia,CZzaaB,5,4,5.0
2014-01-07,sdEPtaazEyP,CZzaaB,3,1,7.166666666666667
2014-01-07,sdEPtaazEEi,CZzaaB,5,8,10.0
2014-01-07,sdEPtaazEaU,CBzsaZz,11,1,1.0475
2014-01-07,sdEPtaazEEr,CZzaaB,5,8,10.0
2014-01-07,sdEPtaazEaU,CBzsaZz,11,1,11.766666666666666
2014-01-07,sdEPtaazEzi,CZzaaB,9,6,34.5
2014-01-07,sdEPtaazEzo,CZzaaB,9,3,17.25
2014-01-07,sdEPtaazEyz,CZzaaB,5,1,2.75
2014-01-07,sdEPtaazEzo,CZzaaB,5,3,8.25
2014-01-07,sdEPtaazEEP,CZzaaB,9,6,34.5
2014-01-07,sdEPtaazEyr,CBZVaV,2,1,41.75
2014-01-07,sdEPtaazEyi,CBwBazs,1,1,100.94416666666666
2014-01-07,sdEPtaazEyU,CBwBazs,2,1,42.8125
2014-01-07,sdEPtaazEiE,CBzzsaB,1,1,44.16416666666667
2014-01-07,sdEPtaazEyz,CZzaaB,3,1,19.166666666666668
2014-01-07,sdEPtaazEti,CZzaaB,2,2,141.0
2014-01-07,sdEPtaazEar,CBzsZzV,3,1,3.1483333333333334
2014-01-07,sdEPtaazEEa,CZzaaB,9,8,46.0
2014-01-07,sdEPtaazEUP,CZzaaB,9,1,5.75
2014-01-07,sdEPtaazEta,CBzVzw,2,1,136.25
2014-01-07,sdEPtaazEto,CZzaaB,2,11,814.9166666666666
2014-01-07,sdEPtaazEyi,CBwBazs,5,3,3.75
2014-01-07,sdEPtaazEyP,CZzaaB,3,1,6.666666666666667
2014-01-07,sdEPtaazEyP,CZzaaB,3,1,11.166666666666666
2014-01-07,sdEPtaazEUo,CBwawB,2,1,99.58333333333333
2014-01-07,sdEPtaazEiz,CZzaaB,3,1,6.666666666666667
2014-01-07,sdEPtaazEEU,CZzaaB,9,1,5.75
2014-01-07,sdEPtaazErP,CZzaaB,9,7,40.25
2014-01-07,sdEPtaazErU,CZzaaB,3,2,24.166666666666668
2014-01-07,sdEPtaazErU,CZzaaB,3,2,14.333333333333334
2014-01-07,sdEPtaazEtr,CBwBazs,5,2,2.5
2014-01-07,sdEPtaazEta,CBzVzw,2,1,175.0
2014-01-07,sdEPtaazEyo,CZzaaB,9,2,11.5
2014-01-07,sdEPtaazEra,CZzaaB,9,8,46.0
2014-01-07,sdEPtaazEEi,CZzaaB,9,4,23.0
2014-01-07,sdEPtaazErt,CZzaaB,2,15,1057.5
2014-01-07,sdEPtaazEEy,CZzaaB,9,2,11.5
2014-01-07,sdEPtaazrPP,CZzzaz,2,1,40.0
2014-01-07,sdEPtaazEor,CBzzVw,11,2,25.0
2014-01-07,sdEPtaazEyE,CBwzsza,11,1,126.875
2014-01-07,sdEPtaazEar,CBzsZzV,3,4,12.593333333333334
2014-01-07,sdEPtaazEar,CBzsZzV,"2,1",4,66.28333333333333
2014-01-07,sdEPtaazEar,CBzsZzV,2,2,166.5
2014-01-07,sdEPtaazEyE,CBwzsza,"2,1",2,52.166666666666664
2014-01-07,sdEPtaazEUo,CBwawB,5,1,11.583333333333334
2014-01-07,sdEPtaazEEt,CZzaaB,9,3,17.25
2014-01-07,sdEPtaazEPt,CBwzBa,11,2,1.745
2014-01-07,sdEPtaazEEz,CZzaaB,9,4,23.0
2014-01-07,sdEPtaazEEE,CZzaaB,9,6,34.5
2014-01-07,sdEPtaazEoi,CZBBZw,3,2,16.216666666666665
2014-01-07,sdEPtaazEPt,CBwzBa,1,1,41.583333333333336
2014-01-07,sdEPtaazEoP,CZzBart,5,1,0.5416666666666666
2014-01-07,sdEPtaazEay,CBwzszsa,11,1,16.583333333333332
2014-01-07,sdEPtaazEEr,CZzaaB,9,4,23.0
2014-01-07,sdEPtaazEyE,CBwzsza,"2,1",1,26.083333333333332
2014-01-07,sdEPtaazEoE,CBzzVw,11,6,75.0
2014-01-07,sdEPtaazEyz,CZzaaB,5,2,2.5
2014-01-07,sdEPtaazEoy,CBwzswrt,2,2,49.833333333333336
2014-01-07,sdEPtaazEUU,CBzsZaZ,2,1,47.083333333333336
2014-01-07,sdEPtaazEPP,CBwwaw,2,1,83.25
2014-01-07,sdEPtaazEoU,CBwaZZ,2,1,54.083333333333336
2014-01-07,sdEPtaazEtU,CBZZzw,2,1,53.666666666666664
2014-01-07,sdEPtaazEyy,CZzaaB,11,5,16.25
2014-01-07,sdEPtaazEyz,CZzaaB,5,1,4.25
2014-01-07,sdEPtaazEya,CZBBZw,2,2,199.16666666666666
2014-01-07,sdEPtaazEoU,CBwaZZ,3,1,13.0
2014-01-07,sdEPtaazEzP,CBwBazs,11,30,537.5
2014-01-07,sdEPtaazrPa,CZzaaa,2,1,30.75
2014-01-07,sdEPtaazEoU,CBwaZZ,5,1,6.666666666666667
2014-01-07,sdEPtaazEPo,CZzBart,2,1,83.25
2014-01-07,sdEPtaazEit,CBwarta,5,4,13.0
2014-01-07,sdEPtaazEzz,CZzaaB,9,1,5.75
2014-01-07,sdEPtaazEEi,CZzaaB,5,4,17.0
2014-01-07,sdEPtaazEtU,CBZZzw,3,1,4.804166666666666
2014-01-07,sdEPtaazEyz,CZzaaB,5,1,38.666666666666664
2014-01-07,sdEPtaazEyP,CZzaaB,5,1,38.666666666666664
2014-01-07,sdEPtaazEiy,CBwBazs,2,1,40.9375
2014-01-07,sdEPtaazEUr,CBZBzsz,2,1,106.08333333333333
2014-01-07,sdEPtaazEtU,CBZZzw,11,1,2.3558333333333334
2014-01-07,sdEPtaazErz,CZzaaB,5,2,62.833333333333336
2014-01-07,sdEPtaazEzo,CZzaaB,5,3,94.25
2014-01-07,sdEPtaazEza,CZzaaB,5,3,94.25
2014-01-07,sdEPtaazEUa,CBzswVzs,2,3,332.5
2014-01-07,sdEPtaazEoo,CBwBazs,2,1,28.4375
2014-01-07,sdEPtaazEEr,CZzaaB,5,4,17.0
2014-01-07,sdEPtaazEii,CBwBazs,2,1,28.4375
2014-01-07,sdEPtaazEUt,CBwzwz,2,1,30.75
2014-01-07,sdEPtaazEEr,CZzaaB,5,2,77.33333333333333
2014-01-07,sdEPtaazEEi,CZzaaB,5,2,77.33333333333333
2014-01-07,sdEPtaazEUy,CBwzzsz,2,1,30.75
2014-01-07,sdEPtaazErU,CZzaaB,5,2,77.33333333333333
2014-01-07,sdEPtaazEaE,CZzaaB,11,5,16.25
2014-01-07,sdEPtaazEaE,CZzaaB,11,5,16.25
2014-01-07,sdEPtaazEtU,CBZZzw,8,1,14.5
2014-01-07,sdEPtaazrPa,CZzaaa,3,1,46.875
2014-01-07,sdEPtaazEiz,CZzaaB,5,1,38.666666666666664
2014-01-07,sdEPtaazrPE,SCBwaaz,1,1,12.5
2014-01-07,sdEPtaazEEi,CZzaaB,5,4,21.666666666666668
2014-01-07,sdEPtaazEEr,CZzaaB,5,4,21.666666666666668
2014-01-07,sdEPtaazEri,CBwzazs,8,1,22.088333333333335
2014-01-07,sdEPtaazEoP,CZzBart,2,1,24.916666666666668
2014-01-07,sdEPtaazEot,CBzsZrtzs,2,3,242.86749999999998
2014-01-07,sdEPtaazEUz,CBwwwa,8,1,17.0
2014-01-07,sdEPtaazEzy,CZzaaB,9,1,5.75
2014-01-07,sdEPtaazEoy,CBwzswrt,1,3,55.0
2014-01-07,sdEPtaazEai,CZwwVV,9,1,3.5500000000000003
2014-01-07,sdEPtaazEir,CBwzVB,2,6,517.5
2014-01-07,sdEPtaazEoE,CBzzVw,2,1,68.16666666666667
2014-01-07,sdEPtaazEor,CBzzVw,2,7,477.1666666666667
2014-01-07,sdEPtaazEzU,CZzaaB,9,1,5.75
2014-01-07,sdEPtaazEaU,CBzsaZz,11,1,0.8725
2014-01-07,sdEPtaazEiE,CBzzsaB,2,1,48.0
2014-01-07,sdEPtaazEyz,CZzaaB,5,1,1.5833333333333333
2014-01-07,sdEPtaazEyz,CZzaaB,3,1,7.166666666666667
2014-01-07,sdEPtaazEzr,CZzaaB,9,1,5.75
2014-01-07,sdEPtaazEao,CZzaaB,11,1,1.4166666666666667
2014-01-07,sdEPtaazrPz,CZzszBz,1,1,87.41666666666667
2014-01-07,sdEPtaazrPE,SCBwaaz,12,2,16.666666666666668
2014-01-07,sdEPtaazEtE,CZwzVz,11,8,50.0
2014-01-07,sdEPtaazEzE,CZzaaB,9,1,5.75
2014-01-07,sdEPtaazEUi,CBwwZz,1,3,107.25
2014-01-07,sdEPtaazEzt,CZzaaB,9,1,5.75
2014-01-08,sdEPtaazrta,CBzsaVz,8,3,79.75
2014-01-08,sdEPtaazryt,CBzszVrt,8,1,7.810833333333334
2014-01-08,sdEPtaaztPE,CBwVaw,11,3,35.0
2014-01-08,sdEPtaazryt,CBzszVrt,9,1,7.670000000000001
2014-01-08,AdEAtPPEoUz,UNKNOWN_CLIENT,11,-5,-16.25
2014-01-08,sdEPtaazryt,CBzszVrt,11,1,1.4241666666666666
2014-01-08,sdEPtaazryt,CBzszVrt,11,1,0.695
2014-01-08,sdEPtaazrot,CBzsaZzs,3,1,9.666666666666666
2014-01-08,AdEAtPPEoUz,UNKNOWN_CLIENT,11,-5,-16.25
2014-01-08,sdEPtaazryz,CBwzsVzs,1,1,69.08333333333333
2014-01-08,sdEPtaazrUt,CZwzzZ,2,2,54.166666666666664
2014-01-08,sdEPtaazrao,CBzsawV,2,2,226.36666666666667
2014-01-08,sdEPtaazryP,CBZartrt,8,1,10.387500000000001
2014-01-08,sdEPtaazrrP,CBzsaaZ,9,2,8.5
2014-01-08,sdEPtaazroE,CBZZzszs,2,2,54.166666666666664
2014-01-08,sdEPtaazrrP,CBzsaaZ,9,1,15.833333333333334
2014-01-08,sdEPtaazrtt,CBzsaaZ,9,1,23.883333333333336
2014-01-08,sdEPtaazrtt,CBzsaaZ,9,2,59.166666666666664
2014-01-08,sdEPtaazryi,CZzaaB,3,1,6.666666666666667
2014-01-08,sdEPtaazryi,CZzaaB,3,1,19.166666666666668
2014-01-08,sdEPtaazrEa,CBzsazszs,"2,1",4,198.33333333333334
2014-01-08,sdEPtaazryr,CBwzsVzs,2,1,43.25
2014-01-08,sdEPtaazryP,CBZartrt,8,1,23.583333333333332
2014-01-08,sdEPtaaztPP,CBzsZzsV,2,1,44.416666666666664
2014-01-08,sdEPtaazryt,CBzszVrt,2,1,90.575
2014-01-08,sdEPtaazryt,CBzszVrt,11,1,1.6524999999999999
2014-01-08,sdEPtaazrrP,CBzsaaZ,9,1,3.5500000000000003
2014-01-08,sdEPtaazrro,CBzwrtzs,3,1,5.236666666666667
2014-01-08,sdEPtaazryo,CBZaart,11,1,0.975
2014-01-08,sdEPtaazrrt,CBzzsrtzs,11,3,22.060000000000002
2014-01-08,sdEPtaazriP,CZaBZz,2,1,106.25
2014-01-08,sdEPtaazryo,CBZaart,3,2,9.641666666666667
2014-01-08,sdEPtaazrUz,CBzzsrtzs,11,1,13.066666666666668
2014-01-08,sdEPtaazriE,CBzVVrt,11,1,77.66666666666667
2014-01-08,sdEPtaazryo,CBZaart,11,1,1.7416666666666665
2014-01-08,sdEPtaazror,CBwVBB,3,2,1.365
2014-01-08,sdEPtaazryo,CBZaart,2,1,94.66666666666667
2014-01-08,sdEPtaazryo,CBZaart,1,2,93.33333333333333
2014-01-08,sdEPtaazrii,CBwBazs,2,1,35.3125
2014-01-08,sdEPtaazrya,CBzVVrt,2,2,189.39333333333332
2014-01-08,sdEPtaazrrU,CBzwrtzs,8,1,14.583333333333334
2014-01-08,sdEPtaazroi,CBwzswrt,2,1,30.75
2014-01-08,sdEPtaazryo,CBZaart,2,1,42.166666666666664
2014-01-08,sdEPtaazrEr,CBzzZV,11,1,1.3625
2014-01-08,sdEPtaazrzz,CBwwwz,3,1,23.5625
2014-01-08,sdEPtaazrUi,CBwzswrt,2,3,88.5
2014-01-08,sdEPtaazrEr,CBzzZV,11,1,1.7416666666666665
2014-01-08,sdEPtaazrry,CZwazB,1,6,374.5
2014-01-08,sdEPtaazrry,CZwazB,1,1,62.416666666666664
2014-01-08,sdEPtaazryE,CBzswVzs,2,4,366.6666666666667
2014-01-08,sdEPtaazryi,CZzaaB,5,1,38.666666666666664
2014-01-08,sdEPtaazrra,CBzzaz,9,6,47.800000000000004
2014-01-08,sdEPtaazrUz,CBzzsrtzs,11,1,11.666666666666666
2014-01-08,sdEPtaazrEr,CBzzZV,9,17,137.41666666666666
2014-01-08,sdEPtaazrzP,CZwaza,3,1,148.66666666666666
2014-01-08,sdEPtaazrUz,CBzzsrtzs,1,1,71.66666666666667
2014-01-08,sdEPtaazrUz,CBzzsrtzs,8,1,9.250833333333334
2014-01-08,sdEPtaazroz,CBwzaV,1,2,36.666666666666664
2014-01-08,sdEPtaazroP,SCBwaaz,1,1,0.0
2014-01-08,sdEPtaaztPz,CZwaVrt,1,1,100.83333333333333
2014-01-08,sdEPtaazrEr,CBzzZV,6,1,207.5
2014-01-08,sdEPtaazrrU,CBzwrtzs,3,1,31.583333333333332
2014-01-08,sdEPtaazrEr,CBzzZV,11,17,2.125
2014-01-08,sdEPtaazriy,CBwBazs,5,1,13.333333333333334
2014-01-08,sdEPtaazrUU,CZwZBa,11,2,12.5
2014-01-08,sdEPtaazrUU,CZwZBa,11,1,1.5833333333333333
2014-01-08,sdEPtaazrUU,CZwZBa,11,1,0.7916666666666666
2014-01-08,sdEPtaazrUU,CZwZBa,9,1,5.666666666666667
2014-01-08,sdEPtaazrUU,CZwZBa,9,1,5.666666666666667
2014-01-08,sdEPtaazrUU,CZwZBa,9,2,1.8333333333333333
2014-01-08,sdEPtaazrUr,CBwBVa,8,1,8.455
2014-01-08,sdEPtaazrUU,CZwZBa,9,1,1.0416666666666667
2014-01-08,sdEPtaazrUU,CZwZBa,9,1,35.833333333333336
2014-01-08,sdEPtaazrio,CBwBazs,2,1,28.4375
2014-01-08,sdEPtaazrUU,CZwZBa,9,1,23.666666666666668
2014-01-08,sdEPtaazrUU,CZwZBa,9,1,17.166666666666668
2014-01-08,sdEPtaazrEo,CZBwZrt,3,1,3.9
2014-01-08,sdEPtaazrEi,CZBwZrt,3,1,3.9
2014-01-08,sdEPtaazrEy,CZBwZrt,3,1,3.9
2014-01-08,sdEPtaazrEU,CZBwZrt,3,2,7.8
2014-01-08,sdEPtaazrUE,CZzaaB,9,1,5.75
2014-01-08,sdEPtaazryU,CBzVzw,8,1,27.8625
2014-01-08,sdEPtaazrzt,CBzwrtzs,2,1,87.5
2014-01-08,sdEPtaazrri,CBzwrtzs,2,1,43.25
2014-01-08,sdEPtaazrty,CZBwZrt,2,3,322.25
2014-01-08,sdEPtaazrUa,CBzVzw,3,3,16.25
2014-01-08,sdEPtaazroa,CBzzZB,2,1,372.5
2014-01-08,sdEPtaazroa,CBzzZB,11,1,36.75
2014-01-08,sdEPtaazrEz,CZaBZz,2,5,148.75
2014-01-08,sdEPtaazrUo,CBwBazs,5,1,23.583333333333332
2014-01-08,sdEPtaazrEt,CZBwZrt,3,1,3.9
2014-01-08,sdEPtaazrtP,CZaVww,2,1,33.17583333333334
2014-01-08,sdEPtaazrtP,CZaVww,3,2,9.641666666666667
2014-01-08,sdEPtaazrEU,CZBwZrt,3,1,14.529166666666667
2014-01-09,sdEPtaaztEi,CBzrtzrt,2,1,75.83333333333333
2014-01-09,sdEPtaaztEo,CBZBVB,1,1,35.75
2014-01-09,sdEPtaaztzo,CBZBVB,1,1,173.0
2014-01-09,sdEPtaaztzy,CBZBVB,2,1,39.166666666666664
2014-01-09,sdEPtaaztry,CBzswZa,2,1,104.41666666666667
2014-01-09,sdEPtaaztaU,CBwVaa,11,1,2.6225
2014-01-09,sdEPtaaztrr,CBZaart,8,1,17.0
2014-01-09,sdEPtaaztEo,CBZBVB,3,2,7.291666666666667
2014-01-09,sdEPtaaztaU,CBwVaa,11,1,4.0225
2014-01-09,sdEPtaaztri,CZBBZw,9,1,8.299999999999999
2014-01-09,sdEPtaaztEo,CBZBVB,1,2,99.83333333333333
2014-01-09,sdEPtaazttr,CBZazsz,1,1,86.66666666666667
2014-01-09,sdEPtaazttP,CZzsaBV,2,5,195.83333333333334
2014-01-09,sdEPtaaztaU,CBwVaa,11,1,0.7833333333333333
2014-01-09,sdEPtaaztaU,CBwVaa,11,1,1.4333333333333333
2014-01-09,sdEPtaaztrr,CBZaart,3,2,4.8
2014-01-09,sdEPtaaztzo,CBZBVB,11,1,42.166666666666664
2014-01-09,sdEPtaaztti,CBwzZa,11,1,21.25
2014-01-09,sdEPtaaztzo,CBZBVB,11,1,2.75
2014-01-09,sdEPtaaztPt,CBwzVB,2,9,776.25
2014-01-09,sdEPtaaztra,CBwzaa,3,2,131.16666666666666
2014-01-09,sdEPtaaztat,CBwartzs,2,1,83.0
2014-01-09,sdEPtaaztEU,CBZBVB,3,2,88.33333333333333
2014-01-09,sdEPtaaztra,CBwzaa,3,1,37.166666666666664
2014-01-09,sdEPtaaztzy,CBZBVB,3,1,10.291666666666666
2014-01-09,sdEPtaaztri,CZBBZw,3,1,10.333333333333334
2014-01-09,sdEPtaaztra,CBwzaa,3,6,68.0
2014-01-09,sdEPtaaztra,CBwzaa,3,2,14.666666666666666
2014-01-09,sdEPtaaztti,CBwzZa,2,2,41.666666666666664
2014-01-09,sdEPtaaztEU,CBZBVB,1,1,98.33333333333333
2014-01-09,sdEPtaaztrz,CBwwwa,2,3,173.0
2014-01-09,sdEPtaaztza,CBzszzrt,8,1,22.416666666666668
2014-01-09,sdEPtaaztyP,CZartza,2,1,67.85166666666667
2014-01-09,sdEPtaazttt,CZzszwz,2,1,165.83333333333334
2014-01-09,sdEPtaaztrU,CZzszazs,2,1,32.5
2014-01-09,sdEPtaaztaE,CBzsaBw,2,2,96.66666666666667
2014-01-09,sdEPtaaztaP,CZBzVrt,3,1,13.758333333333333
2014-01-09,sdEPtaaztrU,CZzszazs,3,1,10.8075
2014-01-09,sdEPtaaztzz,CBzszww,11,10,0.9583333333333334
2014-01-09,sdEPtaazttU,CBwzsVzs,2,1,31.583333333333332
2014-01-09,sdEPtaaztzz,CBzszww,8,13,9.75
2014-01-09,sdEPtaazttU,CBwzsVzs,2,2,61.5
2014-01-09,sdEPtaaztty,CBzsazzs,1,1,60.75
2014-01-09,sdEPtaaztai,CBwzVB,11,1,3.75
2014-01-09,sdEPtaaztty,CBzsazzs,11,1,1.9333333333333333
2014-01-09,sdEPtaaztrt,CZawaa,8,4,111.45
2014-01-09,sdEPtaaztEy,CZBzZz,1,2,163.16666666666666
2014-01-09,sdEPtaaztay,CBzszBzs,11,1,0.0
2014-01-09,sdEPtaaztEt,CBwBrtz,2,1,82.75
2014-01-09,sdEPtaaztEy,CZBzZz,3,2,5.5249999999999995
2014-01-09,sdEPtaaztrE,CBzzrtB,8,1,31.5625
2014-01-09,sdEPtaaztEa,CBZartrt,3,1,3.25
2014-01-09,sdEPtaaztyP,CZartza,3,1,4.5
2014-01-09,sdEPtaaztrU,CZzszazs,3,1,8.513333333333334
2014-01-09,sdEPtaazttz,CBzrtaz,1,2,162.5
2014-01-09,sdEPtaaztto,CBwwwa,1,1,87.41666666666667
2014-01-09,sdEPtaaztzr,CBzsZaB,3,3,18.6875
2014-01-09,sdEPtaaztta,CBzVza,11,1,8.25
2014-01-09,sdEPtaazttz,CBzrtaz,1,2,122.5
2014-01-09,sdEPtaaztta,CBzVza,11,1,2.6666666666666665
2014-01-09,sdEPtaazttE,CBzsZaZ,2,2,94.16666666666667
2014-01-09,sdEPtaaztEz,CBzsBwV,2,1,30.75
2014-01-09,sdEPtaaztro,CBwwwa,8,1,9.695833333333333
2014-01-10,sdEPtaazyPy,CZwrtza,3,1,32.44583333333333
2014-01-10,sdEPtaaztoi,CZzaaB,9,1,5.75
2014-01-10,sdEPtaaztoU,CZzaaB,9,1,5.75
2014-01-10,sdEPtaaztUr,CZzaaB,9,1,5.75
2014-01-10,sdEPtaaztUa,CBwzswrt,8,3,6.3374999999999995
2014-01-10,sdEPtaazyat,CBwBazs,2,1,33.4375
2014-01-10,sdEPtaaztUE,CZzaaB,9,1,5.75
2014-01-10,sdEPtaaztyU,CBzsBaB,12,1,62.916666666666664
2014-01-10,sdEPtaaztUa,CBwzswrt,8,2,4.2250000000000005
2014-01-10,sdEPtaaztyU,CBzsBaB,12,1,62.916666666666664
2014-01-10,sdEPtaaztyU,CBzsBaB,11,1,167.75
2014-01-10,sdEPtaaztyU,CBzsBaB,3,1,19.066666666666666
2014-01-10,sdEPtaazyPP,CBzsBaB,3,1,2.275
2014-01-10,sdEPtaaztUa,CBwzswrt,8,6,27.38
2014-01-10,sdEPtaaztyU,CBzsBaB,3,1,4.583333333333333
2014-01-10,sdEPtaaztit,CZwwZzs,9,1,8.333333333333334
2014-01-10,sdEPtaazyPa,CZaaBz,2,1,43.333333333333336
